Name,Identity,Alignment,Gender,Status,Year
Suzi Endo ,Secret,Good,Female,Living,1994
Suzi Pazuzu ,,Good,Female,Living,2002
Suzume ,Public,Good,Female,Living,2011
Svarog ,Public,Good,Male,Living,1980
Sven Claris ,Secret,Good,Male,Deceased,1995
Sven Kleinstock ,Secret,Bad,Male,Living,1993
Svenzaldo Zambooba ,,,Male,Living,1964
Sverrik ,Public,Good,Male,Living,2010
Svetlana ,,Good,Female,Living,2011
Svetlana Porfiry ,Secret,Bad,Female,Living,1983
Svin ,,,Female,Living,1983
Swad ,Public,Good,Male,Living,2004
Swami Krishna ,Secret,Bad,Male,Living,1948
Swami Riba ,Secret,Neutral,Male,Living,1985
Swen ,Public,Neutral,Male,Deceased,1989
Swift ,Secret,Bad,Male,Deceased,1992
Swordsman ,Secret,Bad,Male,Deceased,1996
Sybil ,Secret,Bad,Female,Living,1997
Sybil Dvorak ,Secret,Bad,Female,Living,1979
Sybil Mills ,Public,Good,Female,Living,1974
Sybyl Dorn ,Secret,Bad,Female,Living,1991
Sydney Burr ,Public,Bad,Male,Living,1959
Sydren ,Public,Good,Male,Living,2005
Sygnet ,Secret,Good,Female,Living,
Sylatin ,,,Male,Living,2007
Sylk ,Public,Neutral,Female,Living,1995
Sylvester Marston ,Public,Bad,Male,Living,1980
Sylvette Lauziere ,Public,Good,Female,Living,2004
Sylvia ,Public,Neutral,Female,Living,1990
Sylvia Blandings ,Public,Good,Female,Living,1962
Sylvia Corpo ,Public,Bad,Female,Deceased,1951
Sylvia Prazniki ,Public,Good,Female,Living,1996
Sylvia Prell ,,Neutral,Female,Living,
Sylvie Lushton ,Secret,Bad,Female,Living,2009
Sylvie Yaqua ,Secret,,Female,Living,1992
Sylvius ,Secret,Bad,Female,Living,2010
Symak ,,,Male,Living,1983
Symbionic Man ,,Neutral,Male,Living,1976
Symbol of Doom ,Secret,Bad,Male,Deceased,1943
Synapse ,,Bad,Male,Living,1998
Synraith ,Secret,Bad,,Living,1996
Synthetic Man ,,Bad,,Living,1968
Synthia Naip ,,,Female,Living,1990
Syphon ,Secret,,Male,Living,1993
Syphonn ,,Bad,Male,Living,1998
Syth ,,Bad,Male,Living,1993
Syth'kach ,Public,Good,Male,Deceased,1993
Szandor Shaw ,Secret,Neutral,Male,Living,
T ,Secret,Bad,Female,Living,2001
T'Cahr ,Public,Good,Male,Living,1995
T'Chaka ,Public,Good,Male,Deceased,1966
T'Challa ,Public,Good,Male,Living,1966
T'Dogo ,,Good,Male,Living,2000
T'Kan ,Public,Bad,Male,Deceased,2009
T'Kora ,Public,Good,Male,Living,1978
T'Korr ,Public,Neutral,Male,Living,2009
T'Shan ,Public,Good,Male,Living,2005
T'Swana ,Public,,Male,Living,1988
T'kyll Alabar ,,Good,Male,Living,1994
T'urin G'ar ,Secret,Bad,Male,Living,
T-Ray ,Secret,Bad,Male,Deceased,1997
T-Rex ,,,Male,Living,2005
T.K.O. ,,Bad,Female,Living,1993
TESS-One ,Secret,Bad,,Living,1986
TK421 ,Secret,Neutral,Male,Living,
TOR\/test,,,,,
Taaru ,Secret,Bad,Male,Living,1994
Tabicantra ,,,Female,Deceased,1981
Tabitha Gance ,Public,Bad,Female,Living,2000
Tabitha Smith ,Secret,Good,Female,Living,1985
Taboo ,Secret,Bad,Male,Living,1974
Taboo ,Secret,Bad,Male,Living,1960
Tabur ,Secret,Good,Male,Living,1978
Tactical Force ,Secret,Bad,Male,Living,2005
Tad Carter ,No Dual,Neutral,Male,Living,1962
Tagak ,,,Male,Living,1971
Tagar ,Secret,Neutral,Male,Living,1966
Tai ,,Bad,Male,Deceased,1989
Tai ,,Bad,Female,Living,1989
Tailgunner ,Secret,Bad,Male,Living,1989
Tailspin ,,Bad,Male,Living,1993
Taj Nital ,No Dual,Good,Male,Living,1972
Takashi ,,Bad,Male,Living,2010
Takashi Matsuya ,Public,,Male,Living,1988
Takkor ,Secret,Bad,Male,Living,1975
Tako Shamara ,No Dual,,Male,Living,
Tako Shamara ,Secret,,Male,Deceased,1980
Tako Shamara II ,No Dual,,Male,Living,
Taku ,,,Male,Living,1969
Talan ,Public,Good,Male,Deceased,1994
Talia Kruma ,No Dual,Good,Female,Living,1976
Talisman ,Secret,Good,Male,Living,1982
Talks-To-Spirits ,Public,Good,Male,Living,1990
Talla Ron ,,Bad,Female,Living,1993
Tallibone ,,,Female,Living,2001
Talmadge Cobbleskill ,Secret,Bad,Male,Living,1989
Talo ,Public,Good,Male,Living,2000
Talos ,Public,Neutral,Male,Living,1994
Tam Anderson ,,Good,Female,Living,1988
Tama Janowitz ,,Good,Female,Living,1988
Tamara Devoux ,Public,Good,Female,Living,2013
Tamara Hashioka ,No Dual,Neutral,Female,Living,1977
Tamara Kurtz ,Secret,Neutral,Female,Living,1990
Tamara Rahn ,Secret,Good,Female,Living,1973
Tamara Sims ,Secret,Bad,Female,Deceased,2007
Tambura ,,Good,Male,Living,1979
Tamika Bowden ,Secret,Good,Female,Living,1993
Tammuz ,,,Male,Living,1973
Tammy Blake ,,,Female,Living,1988
Tamone ,,Bad,Male,Living,1990
Tan ,No Dual,Neutral,Male,Living,2011
Tana Nile ,No Dual,Good,Female,Deceased,1966
Tanager ,Secret,Bad,Female,Deceased,1993
Tanak Valt ,Public,,Male,Living,1979
Tanaka ,,Neutral,Male,Deceased,2005
Tanalth ,Public,Neutral,Female,Living,
Tanaraq ,Public,,Male,Living,1985
Tanas ,Public,Good,Male,Living,1973
Tancredo Carezzi ,,Good,Male,Living,1975
Tandy Bowen ,Secret,Good,Female,Living,1982
Tandy Snow ,,Good,Female,Living,1976
Tang Jhimon ,Secret,,Female,Deceased,1989
Tangerine ,Secret,Good,Female,Living,2009
Tani Uiruson ,,Bad,Male,Living,1981
Tania ,Public,Good,Female,Living,1993
Tania Belinskaya ,Secret,Neutral,Female,Living,1976
Taniqa Umbaja ,Public,Good,Female,Living,2005
Tanir ,Public,Good,Male,Living,1941
Tanis Nieves ,Secret,Good,Female,Living,2010
Tanith ,,,Female,Living,1983
Tanjaar ,Public,Bad,Male,Living,1986
Tank ,Public,Bad,Male,Living,1972
Tank ,Secret,Bad,Male,Deceased,2007
Tantalus ,Secret,Bad,Male,Living,1994
Tantalus ,Public,,Male,Living,1994
Tantaro ,,Good,Male,Living,1994
Tantrum ,,,Male,Living,2006
Tanuta Umbotha ,Secret,Bad,Female,Living,1992
Tanya ,Secret,Good,Female,Living,2004
Tanya Anderssen ,Public,Good,Female,Deceased,1969
Tanya Sealy ,Secret,Neutral,Female,Living,1980
Tanya Trask ,Public,,Female,Deceased,1996
Tapping Tommy ,Public,Bad,Male,Living,1975
Tar ,Secret,,Male,Deceased,1996
Tar Baby ,Secret,Good,Male,Deceased,1985
Tar-Rell ,,,Male,Living,1987
Tar-Vash ,,Bad,Male,Living,2001
Tara ,,Bad,Female,Deceased,1974
Tara Virango ,,Good,Female,Living,2002
Tarakis ,,Bad,Male,Living,1999
Taramis ,No Dual,Good,Female,Living,1975
Taran ,Public,Good,Female,Living,2002
Taranis ,,,Male,Living,1993
Taranith Gestal ,,Bad,,Deceased,1983
Tarantula ,Secret,Bad,Male,Living,2002
Taras Vol ,Public,Bad,Male,Living,2001
Tarene ,Secret,Good,Female,Living,2000
Tarene ,Secret,Bad,Female,Deceased,2008
Tareva ,No Dual,Good,Female,Living,1989
Target ,,Good,Male,Living,1990
Target ,,,Male,Living,1995
Targi ,Public,Bad,Male,Living,1990
Targo ,,Good,Male,Living,1987
Targon ,Public,Bad,Male,Living,1995
Tarianna ,Public,Good,Female,Living,1984
Tariel ,Secret,Good,Male,Living,2000
Tarm ,Public,Good,Male,Deceased,1983
Tarn ,Public,Good,Male,Living,2000
Tarnok-Kol ,Public,,Male,Living,1995
Tarook ,,Bad,Male,Living,1996
Tarq Maru ,Public,Good,Male,Living,2006
Tarquin Berdeaux ,,Neutral,Male,Living,2004
Tarrax the Tamer ,Secret,Bad,Male,Living,1981
Tartaro ,Public,Bad,Male,Living,1968
Tartarus ,,Neutral,Male,Deceased,2000
Tartessus ,Secret,Bad,Female,Living,1993
Taryn O'Connell ,Public,,Female,Living,1983
Tas'Wzta ,Public,Good,Male,Living,1994
Tasha ,Public,,Female,Living,2003
Taste ,Secret,Bad,Male,Living,1988
Tath Ki ,Secret,Good,Male,Living,1976
Tath Ki ,Secret,Bad,Male,Living,1987
Tatia ,,Good,,Living,1978
Tatiana Arocha ,Public,Good,Female,Deceased,2007
Tatiana Caban ,No Dual,Neutral,Female,Living,2004
Tatjana Stiles ,Public,Good,Female,Living,1998
Tatsu'o ,,Bad,Male,Living,1991
Tattler ,Public,Bad,Male,Living,1948
Tattoo ,Secret,Bad,Male,Deceased,1982
Tattooed Man ,Secret,Bad,Male,Living,2009
Taurus ,Public,Bad,Male,Living,1983
Taurus ,,Bad,Male,Living,1997
Taurus ,,,Male,Deceased,1971
Taurus ,Secret,Bad,Female,Living,1977
Taurus ,Secret,Bad,Male,Deceased,2012
Tawa ,Secret,Good,Male,Living,1979
Taxi Taylor ,Secret,Good,Female,Living,2012
Taxtor ,,,Male,Living,1969
Tayln Roark ,Secret,,Female,Living,2008
Taylor ,,Good,Male,Living,1992
Taylor ,Secret,Bad,Male,Deceased,2008
Taylor Blackwell ,,Bad,Male,Deceased,1992
Taylor Madison ,Public,Good,Female,Deceased,1992
Tazza ,,Bad,Male,Living,1966
Teacher ,Secret,Good,Male,Living,1979
Teacher ,Secret,Bad,,Living,1989
Technarx ,Secret,,Male,Living,2000
Technocrat ,Secret,Bad,Male,Living,1992
Technovore ,Public,Neutral,Male,Living,1993
Ted ,Public,,Male,Living,2002
Ted ,Secret,Good,Male,Living,1963
Ted Banning ,No Dual,Good,Male,Living,1946
Ted Castle ,,Neutral,Male,Living,2008
Ted Chin ,No Dual,,Male,Living,1999
Ted Connelly ,No Dual,Neutral,Male,Deceased,
Ted Koppel ,Public,,Male,Living,
Ted Larkin ,Secret,Bad,Male,Living,1988
Ted Locke ,Public,Good,Male,Living,1977
Ted Mankowski ,No Dual,,Male,Living,2004
Ted Simmons ,Secret,Good,Male,Living,2005
Ted Sparks ,Secret,Good,Male,Living,1948
Ted Wertz ,,,Male,Living,2001
Ted Young ,No Dual,Neutral,Male,Living,1945
Teddy ,No Dual,Good,Male,Living,
Teddy Matson ,Public,,Male,Living,1993
Teela ,Secret,Good,Female,Living,2010
Teela Coldassian ,Public,Good,Female,Living,2010
Tefral ,Secret,Neutral,Male,Living,1977
Tehru ,,Bad,Male,Deceased,1944
Tejpal Gavaskar ,,Neutral,Male,Living,2010
Tekagi ,Secret,Bad,Male,Living,1993
Tele-fish ,,,,Living,1963
Teleplex ,,Good,Male,Living,1990
Teller ,Secret,Bad,Male,Living,2011
Tellurium ,,Bad,,Living,1997
Temptation ,Secret,Bad,Male,Living,1942
Temptress ,Secret,Bad,Female,Deceased,1988
Temugin ,,Bad,Male,Living,2002
Temujai ,,Neutral,Male,Living,1956
Ten-Cor ,Public,,Female,Living,2007
Ten-For ,,Bad,Male,Living,1978
Ten-Thirtifor ,Public,Bad,Male,Living,2000
Tenebrous ,,Bad,,Deceased,2006
Teneel ,No Dual,Good,Male,Living,
Tenelle ,Secret,Bad,Female,Living,1991
Teng Yun-Suan ,Secret,Bad,Male,Living,
Tennet ,Public,Good,Male,Living,2009
Tension ,Secret,Bad,Male,Deceased,1988
Tenta-Clone ,,Bad,,Living,2007
Teon Macik ,Secret,Good,Male,Living,2010
Tequila ,Secret,Bad,Female,Deceased,1992
Terdu ,Secret,Bad,Male,Deceased,1945
Terence Gerard ,Public,,Male,Living,1998
Teresa Martin ,Public,Good,Female,Living,
Teresa Sue Bottoms ,Public,,Female,Living,1978
Teresa Vasquez ,Secret,Bad,Female,Living,1988
Teri Hillman ,Public,Neutral,Female,Living,2010
Termagaira ,Secret,Bad,Male,Living,
Terminator ,,Good,Male,Deceased,1981
Terminus ,Secret,Bad,Male,Living,1984
Ternak ,Public,Bad,Male,Living,1974
Terra Poole ,Secret,,Female,Living,1985
Terraformer ,Secret,,Male,Deceased,1991
Terrana ,No Dual,Bad,Female,Living,
Terrance Hoffman ,No Dual,Bad,Male,Living,
Terrance Logan ,,Neutral,Male,Living,1953
Terrance Mitchell ,No Dual,Neutral,Male,Living,2012
Terrance Sorenson ,Public,Neutral,Male,Living,1974
Terrance Sorenson ,Secret,Bad,Male,Deceased,2008
Terrance Ward ,Known to Authorities,Good,Male,Living,2007
Terraxia ,Secret,Neutral,Female,Deceased,1991
Terrence ,Public,Good,Male,Living,2011
Terrence Rhodes ,No Dual,Good,Male,Deceased,
Terrex ,Secret,Bad,Male,Living,1973
Terri Kidder ,,,Female,Deceased,2004
Terri Lee ,Public,Good,Female,Living,
Terrigene ,Secret,Bad,Female,Living,1994
Terror ,Public,Good,Male,Living,1950
Terry Bollea ,Public,Neutral,Male,Living,1988
Terry Hightower ,,,Male,Living,1985
Terry Kwan ,Public,Neutral,Female,Living,1999
Terry Maguire ,Public,Good,Male,Deceased,2006
Terry Raymond ,Secret,Good,Male,Living,
Terry Roland ,Secret,Neutral,Male,Living,2011
Terry Schreck ,No Dual,Good,Male,Living,
Terry Vance ,Public,Good,Male,Living,1940
Teslav Tarasova ,,Neutral,Female,Living,2013
Tess Black ,Secret,Neutral,Female,Living,2004
Tess Walker ,,Bad,Female,Deceased,1992
Tessa ,Secret,,Female,Living,1993
Tether ,Secret,Neutral,Female,Living,1997
Tethra ,Secret,Bad,Male,Living,1982
Tethys ,,,,Living,1981
Tethys ,,,Female,Living,
Tetra ,Public,,Female,Living,1985
Tex ,,Bad,Male,Deceased,1939
Tex Dawson ,Public,Good,Male,Living,1954
Tex Morgan ,No Dual,Good,Male,Living,1948
Tex Taylor ,Public,Good,Male,Living,1948
Texas Kid ,Secret,Good,Male,Living,1940
Tezcatlipoca ,Public,Neutral,Male,Living,1980
Thaddeus Destine ,Secret,Good,Male,Living,2008
Thaddeus P. Longhorn ,Public,,Male,Living,1978
Thaddeus Paine ,Public,Bad,Male,Living,1992
Thaddeus Ross ,Public,Neutral,Male,Living,1997
Thaiis ,,Bad,Female,Living,2001
Thais ,,Bad,Male,Living,2001
Thakorr ,No Dual,Bad,Male,Deceased,
Thakos ,Public,Good,Male,Living,1969
Thallium ,,Bad,,Living,1997
Thallo ,Public,Good,Male,Living,1991
Thanademos ,,Bad,Male,Living,1992
Thanatos ,Secret,Neutral,Male,Living,2010
Thane ,Public,Bad,Male,Deceased,2010
Thane ,No Dual,Good,Male,Living,
Thane Ector ,Public,Bad,Male,Living,1991
Thann ,,,Male,Living,1973
Thanos ,,Bad,Male,Living,1992
Thanos ,No Dual,Bad,Male,Living,1973
Tharamus ,,Good,Male,Deceased,1997
That Which Endures ,Secret,Neutral,,Living,1989
Thaug ,,Bad,Male,Deceased,1975
The Bat ,Secret,Bad,Male,Deceased,1961
The Composite Being ,,,Male,Living,1991
The Dude ,Secret,Good,Male,Living,1970
The Entity ,Secret,Neutral,,Living,2005
The Eyeball ,Secret,Bad,,Living,2010
The Ham ,Secret,Bad,Male,Living,1989
The Hypst'r ,Secret,Good,Male,Living,2012
The Kid ,Secret,Good,Male,Living,1970
The Mercenary ,Secret,Bad,Male,Deceased,1970
The One ,,,Male,Deceased,1995
The Origamist ,Secret,Neutral,Male,Living,2013
The Overseer ,Public,,,Deceased,1970
The Owl ,Secret,Bad,Male,Living,1942
The Philistine ,Secret,Bad,Male,Living,2013
The Shade ,,Bad,Male,Living,2002
The Storyteller ,,Neutral,Male,Living,2007
The Weaver ,,Neutral,,Living,
The Wizard ,,Bad,Male,Living,1970
The Wizard ,Public,Bad,Male,Living,1962
The Writer ,,,Male,Deceased,1994
Thela ,Public,Bad,Female,Living,2010
Thelius ,Secret,Bad,Male,Living,1975
Thelius ,Secret,Bad,Male,Deceased,1975
Theo Bomba ,Secret,,Male,Living,2008
Theo Chevalier ,Secret,Bad,Male,Living,1940
Theobald Blott ,Public,Good,Male,Deceased,1991
Theodore Davros ,Secret,Bad,Male,Living,1992
Theodore Goodrich ,No Dual,Bad,Male,Deceased,
Theodore Kroeber ,Public,Good,Male,Living,
Theodore LeSeig ,Secret,Bad,Male,Deceased,1990
Theodore Marley Brooks ,No Dual,Good,Male,Living,
Theodore Pendleton ,,Good,Male,Living,2006
Theodore Roberts ,Public,Neutral,Male,Living,1966
Theodore Sallis ,Secret,Good,Male,Living,1971
Theodore Scott ,,Bad,Male,Living,2006
Theodore Slaght ,,Bad,Male,Living,1995
Theodore Twaki ,Public,Good,Male,Living,1999
Theodore Winchester ,,Good,Male,Deceased,1992
Theoren Marceaux ,Secret,Neutral,Male,Living,2000
Thera ,,Good,Female,Living,
Thera ,Secret,Bad,Female,Deceased,1994
Theresa Cassidy ,Secret,Good,Female,Living,1981
Theresa Cruz ,Public,Good,Female,Living,1981
Theresa Petty ,,Neutral,Female,Living,1997
Theresa Pryde ,No Dual,Good,Female,Living,1980
Thermal Man ,Secret,Bad,Male,Living,1969
Thermatron ,Secret,Bad,,Living,1978
Thernon ,Public,Neutral,Female,Living,1995
Theron Atlanta ,Public,Bad,Male,Living,1985
Theseus ,Public,,Male,Living,2006
Thetis ,Secret,Good,Female,Living,2010
Thiago Piranha ,Public,Neutral,Male,Deceased,2002
Thialfi ,Public,Good,Male,Living,2002
Thiazzi ,,,Male,Deceased,
Thibodaux Boudreaux ,Secret,Bad,Male,Living,1981
Thief of Bagdad ,Public,Bad,Male,Living,1947
Thing ,Secret,Neutral,,Living,1956
Thing From the Hidden Swamp ,Secret,Good,Male,Living,1962
Thing Under the Sand ,,,,Living,2013
Thing from the Swamp ,Secret,Bad,Male,Deceased,1945
Things on Easter Island ,Secret,Bad,,Living,1973
Think Tank ,Secret,Good,Male,Living,2008
Third Rail ,,Bad,Male,Deceased,2002
Thnat ,,Bad,Male,Living,1996
Thobadzistshin ,,,Male,Living,1991
Thog ,Secret,Bad,Male,Living,1972
Thomas Adkins ,,,Male,Living,2002
Thomas Agar ,,,Male,Living,1979
Thomas Arn ,,Bad,Male,Living,1981
Thomas Bannion ,Secret,Bad,Male,Living,1987
Thomas Bowman ,Public,Good,Male,Living,1979
Thomas Bradley ,Public,Good,Male,Living,1989
Thomas Cassidy ,Public,Bad,Male,Living,1976
Thomas Corsi ,No Dual,Good,Male,Living,1984
Thomas Davidson ,Public,Good,Male,Living,2010
Thomas Dozier ,Public,,Male,Living,
Thomas Duffy ,Secret,Bad,Male,Deceased,1996
Thomas Eliot ,Public,,Male,Deceased,2006
Thomas Ewing ,Secret,Bad,Male,Living,1977
Thomas Fink ,Secret,Bad,Male,Living,1994
Thomas Fireheart ,Secret,Neutral,Male,Living,1984
Thomas Fogg ,Secret,Bad,Male,Living,1990
Thomas Foster ,Public,Neutral,Male,Living,2007
Thomas Gideon ,,,Male,Living,1965
Thomas Greaves ,Secret,Neutral,Male,Living,1993
Thomas Halloway ,Public,Good,Male,Living,1939
Thomas Hanson ,Public,Neutral,Male,Deceased,1985
Thomas J. Roberts ,No Dual,Good,Male,Living,1972
Thomas Jefferson ,Public,Good,Male,Deceased,2009
Thomas Jones ,Secret,Good,Male,Living,1989
Thomas Lennox ,Secret,Good,Male,Deceased,1983
Thomas Lightner ,,Neutral,Male,Living,1976
Thomas Logan ,No Dual,Bad,Male,Deceased,2001
Thomas Lovejoy ,Secret,,Male,Living,1977
Thomas Marles ,Public,,Male,Living,1998
Thomas Maximoff ,Public,Good,Male,Deceased,1986
Thomas More ,Public,Good,Male,Living,2002
Thomas Philip Moreau ,Public,Neutral,Male,Deceased,1999
Thomas Pyke ,,Good,Male,Living,1992
Thomas Raymond ,Secret,Good,Male,Living,1940
Thomas Ryan ,Public,Good,Male,Living,1998
Thomas Samuels ,Known to Authorities,Good,Male,Living,1987
Thomas Shepherd ,Secret,Good,Male,Living,2006
Thomas Smallwood ,Secret,Good,Male,Living,1983
Thomas Sorenson ,Secret,Bad,Male,Living,1990
Thomas Stuart ,Public,Bad,Male,Living,1973
Thomas Thompson ,Secret,Bad,Male,Deceased,2011
Thomas Thunderhead ,Secret,Good,Male,Living,1973
Thomas Wilkins ,Secret,Bad,Male,Living,1980
Thomas Williams ,Secret,Neutral,Male,Living,2002
Thomas Zebulon Guthrie ,Secret,Neutral,Male,Deceased,1982
Thommanom ,Secret,Bad,Male,Deceased,1992
Thompson ,Public,,Male,Living,1988
Thompson ,Secret,Neutral,Male,Deceased,1986
Thor ,,Bad,Male,Living,1954
Thor ,Secret,Bad,Male,Living,1998
Thor ,No Dual,Good,Male,Living,1950
Thor Kid ,,Bad,Male,Deceased,1992
Thor Odinson ,Public,,Male,Deceased,1963
Thor Odinson ,Public,Good,Male,Deceased,1996
Thor Odinson ,,Good,Male,Living,2007
Thor Odinson ,Secret,Good,Male,Deceased,1980
Thor Odinson ,Public,Neutral,Male,Living,2006
Thor Odinson ,,Neutral,Male,Living,1988
Thor Odinson ,Secret,Bad,Male,Deceased,2008
Thoran Rul ,Public,,Male,Deceased,1979
Thori ,Secret,Bad,Male,Living,2012
Thorn Trask ,Secret,Bad,Male,Living,1963
Thornn ,,Good,Male,Living,1977
Thoth ,Public,Neutral,Male,Living,1950
Thoth-Amon ,Public,Bad,Male,Living,1971
Thought ,,Bad,Male,Living,2003
Thrann ,Secret,Good,Male,Deceased,2011
Thrasher ,Secret,Good,Male,Living,2002
Thraxton ,Public,Bad,Male,Living,1977
Threadgold ,,Bad,Male,Living,1995
Threkker ,No Dual,Bad,Male,Living,1976
Threnody's child ,Secret,Neutral,,Living,1999
Throgg ,Public,Bad,Male,Living,1984
Throk ,,Bad,Male,Living,1996
Thrunhild ,,,Female,Living,1984
Thrym ,Public,Bad,Male,Living,1993
Thug ,Secret,Bad,Male,Living,2009
Thugra Khothan ,Public,,Male,Deceased,1974
Thulsa Doom ,Secret,Bad,Male,Living,1972
Thumbnail ,No Dual,Bad,Male,Deceased,
Thunder ,Public,Good,Male,Living,1955
Thunder ,,Bad,Male,Living,1978
Thunder ,,Good,Male,Living,2004
Thunder ,Public,Good,Male,Living,1954
Thunder ,Public,,Male,Living,1951
Thunder ,,Good,,Living,
Thunderbird ,Secret,Neutral,Male,Living,
Thunderboot ,,Bad,Male,Living,1967
Thunderclaw ,Public,Bad,Male,Living,2003
Thunderer ,,Good,Male,Living,2009
Thurgood Vance ,,Neutral,Male,Living,1980
Thursday Rubinstein ,Secret,Bad,Female,Living,1976
Thyrio ,,,Male,Living,1981
Ti Asha Ra ,No Dual,Good,Female,Deceased,2009
Tia Senyaka ,Public,Good,Female,Living,1998
Tiamat ,Secret,,Male,Living,1998
Tiamut ,Secret,Neutral,Male,Living,1977
Tian Mutant ,Secret,Neutral,Male,Deceased,2008
Tiberius Car ,,Bad,Male,Living,1994
Tiberius Stone ,Public,Bad,Male,Living,2001
Tiboro ,No Dual,,Male,Living,1965
Tic ,No Dual,Neutral,Female,Living,
Tick Tock ,Secret,Bad,Male,Deceased,1983
Tick and Tock ,Secret,Good,Male,Living,1943
Ticker ,Secret,Bad,Female,Living,1990
Tier Sinclair ,Secret,Good,Male,Deceased,2011
Tiger Duncan ,Public,Bad,Male,Deceased,1944
Tiger Shark ,Secret,Bad,Male,Living,
Tiger of Tokchon ,Public,Bad,Male,Deceased,1953
Tiger-Claw ,,Bad,Male,Living,1975
Tigerman ,Secret,Good,Male,Living,1940
Tigerstryke ,Secret,Neutral,Male,Living,1992
Tigon Liger ,Secret,Good,Male,Living,1992
Tike Alicar ,Secret,Good,Male,Deceased,2001
Tiki ,Public,Good,Male,Living,2011
Tilda ,,Good,Female,Living,1992
Tilda Johnson ,,Bad,Female,Living,1973
Tildie Soames ,Secret,Neutral,Female,Living,2004
Tillie Beezer ,Public,Neutral,Female,Living,2003
Tim Alpert ,,,Male,Living,1982
Tim Boo Ba ,,Bad,Male,Living,1962
Tim Braverman ,Secret,Bad,Male,Living,1980
Tim Hacker ,Secret,Good,Male,Deceased,2006
Tim Harrison ,Public,Good,Male,Deceased,1984
Tim Holloway ,Secret,Good,Male,Living,1993
Tim Roberts ,No Dual,Good,Male,Living,1939
Tim Skelly ,Public,Bad,Male,Living,1941
Tim Stuart ,,Bad,Male,Living,1974
Tim Sullivan ,Secret,Bad,Male,Living,2003
Timberius ,No Dual,,Male,Living,1968
Time-Buoy Number 6-C ,Secret,Neutral,,Living,1981
Time-Sink ,Secret,Bad,Male,Living,2011
Timeshadow ,Secret,Bad,Male,Living,1986
Timmy ,Public,,Male,Living,1966
Timmy Glenn ,Secret,Good,Male,Deceased,2002
Timmy Jordan ,No Dual,Bad,Male,Living,1948
Timoran ,Public,Bad,Male,Deceased,2007
Timothy ,Secret,Bad,Male,Deceased,2010
Timothy Anders ,Public,Neutral,Male,Living,1984
