,Name,Connections,Identity,Alignment,Gender,Status,Year
5254,Malice Ii,4,,,,,
5255,Atom-Smasher,4,,,,,
5256,Whisper,4,,,,,
5257,Sagittarius Ii,4,,,,,
5258,Al-Khalad,4,,Bad,Male,Living,1996.0
5259,Sphinx Iii,4,,,,,
5260,"Beckman, Charles",4,,,,,
5261,Xandu,4,Secret,Bad,Male,Living,1965.0
5262,Malpractice,4,,,,,
5263,Wendigo,4,Secret,Bad,,Living,2009.0
5264,Sai,4,Secret,,Female,Living,1998.0
5265,"Yamir, Sasha",4,,,,,
5266,Typeface,4,,,,,
5267,Redwing Ii,4,,,,,
5268,Delphi Ii,4,,,,,
5269,"Fury, Nick Ii",4,,,,,
5270,Sss'Lethcott,4,,,,,
5271,"Jones, Andy",4,,,,,
5272,Balaban,4,No Dual,,Male,Living,1991.0
5273,Lupe,4,Secret,Bad,Female,Deceased,1992.0
5274,"Mordo, Astrid",4,,,,,
5275,Domino,4,,,,,
5276,Halloween Jack,4,,,,,
5277,"Lucifer, Rev.",4,,,,,
5278,"Crandal, Ben",4,,,,,
5279,"Horton, Dougie",4,,,,,
5280,"Asher, Donna",4,,,,,
5281,Widow-Maker,4,,,,,
5282,Urthona,4,,Bad,Male,Living,1986.0
5283,"Hoyt, Tony",4,,,,,
5284,Ox Ii,4,,,,,
5285,"Sanada, Kono",4,,,,,
5286,Iron Man Armor,4,,,,,
5287,Cinder,4,,Bad,Male,Deceased,1992.0
5288,"Sabuki, Dr. Sam",4,,,,,
5289,"Ryker, Major Simon",4,,,,,
5290,"Worthington, Major G",4,,,,,
5291,White Bird,4,,,,,
5292,Uatu | Mutant X-Vers,4,,,,,
5293,Chtylok,4,Secret,Neutral,Male,Living,1997.0
5294,"Vega, Robin",4,,,,,
5295,"Jacobs, Ben",4,,,,,
5296,"Clinton, Chelsea",4,,,,,
5297,"Fraser, Det. Kate",4,,,,,
5298,Magnor,4,,,,,
5299,"Hurdler, Thomas",4,,,,,
5300,Hurricane Ii,4,,,,,
5301,Martins,4,,,,,
5302,Black Moray,4,,,,,
5303,"Mackenzie, Dr. Neil",4,,,,,
5304,"Chesney, Sanford",4,,,,,
5305,Barrington,4,,,,,
5306,Paradox,4,,Bad,Male,Living,1999.0
5307,"Walters, Chap",4,,,,,
5308,"Wu, Sonia",4,,,,,
5309,"Huddleston, Prof.",4,,,,,
5310,Dreamguard,4,,,,,
5311,Timeslot,4,,,,,
5312,"Tinker, Shea",4,,,,,
5313,Chloe,4,,,,,
5314,Morlun,4,No Dual,Bad,Male,Living,2001.0
5315,Ry'Lor,4,,,,,
5316,"Jardine, Amanda",4,,,,,
5317,Rakesh,4,,,,,
5318,Sandy,4,No Dual,Good,Female,Living,1982.0
5319,"Marx, Dr.",4,,,,,
5320,Marvel Boy,4,,,,,
5321,"Baxter, Abigail",4,,,,,
5322,Trauma,4,,,,,
5323,Rattack,4,,,,,
5324,Cargo,4,Secret,Neutral,,Living,2000.0
5325,Ducharme,4,Secret,Bad,Female,Living,1974.0
5326,She-Cat,4,,,,,
5327,"Glazer, Fast Freddy",4,,,,,
5328,"Sterixian, Almonnas",4,,,,,
5329,Stem,4,Secret,Bad,Male,Living,1998.0
5330,Medusa | Mutant X-Ve,4,,,,,
5331,Punisher,4,,Bad,,Deceased,1966.0
5332,"Von Voltzmann, Fritz",4,,,,,
5333,Hinkley,4,,,,,
5334,"Gross, Ira",4,,,,,
5335,"Cross-Wallace, Sir G",4,,,,,
5336,"Meagher, Tyler",4,,,,,
5337,Sky-Walker,4,,,Male,Living,
5338,Ashur,4,Secret,Good,Male,Living,1999.0
5339,"Pyrakh, Commander",4,,,,,
5340,"Barron, Rick",4,,,,,
5341,Hanransha,4,,,,,
5342,"Lopez, Maria Ii",4,,,,,
5343,"Shaw, Sarah",4,,,,,
5344,Ice Worm,4,,,,,
5345,"Sternberg, Dr. Berth",4,,,,,
5346,"Stevens, Dr. Vincent",4,,,,,
5347,Nagala,4,Public,Bad,Female,Living,2001.0
5348,"Hardy, Morgan Macnei",4,,,,,
5349,"Higgins, Jane",4,,,,,
5350,Captain Universe,4,Secret,Good,Agender,Living,1979.0
5351,Manipulator Ii,4,,,,,
5352,"Crowe, Geronimo",4,,,,,
5353,Threetrees,4,,,,,
5354,"Savannah, Lou-Ann",4,,,,,
5355,Living Eraser,4,Secret,,Male,Living,1963.0
5356,"Moody, Runyan",4,,,,,
5357,"Battle, Montgomery",4,,,,,
5358,"Trimpe, Herb",4,,,,,
5359,"Florescu, Anton",4,,,,,
5360,"Kaishek, Yolyn",4,,,,,
5361,"Manning, Janice",4,,,,,
5362,Slaughter Ii,4,,,,,
5363,"Weaver, Zeke",4,,,,,
5364,"Fong, Li",4,,,,,
5365,Mr. Fear V,4,,,,,
5366,"Ines, Dr. Didier",4,,,,,
5367,Yayauhco,4,,,,,
5368,Una,4,Public,Good,Female,Deceased,1967.0
5369,"Wisdom, Harold",4,,,,,
5370,"Payne, Michael",4,,,,,
5371,"Asher, Michael",4,,,,,
5372,"Vries, Kali",4,,,,,
5373,Pavane Ii,4,,,,,
5374,Orphan,4,,,,,
5375,Stalker,4,,,Male,Living,1990.0
5376,"Mccormick, Barry",4,,,,,
5377,Aquarius Ii,4,,,,,
5378,"Cellanos, Marcella",4,,,,,
5379,"Mccall, Meredith | T",4,,,,,
5380,Maxxam,4,,,,,
5381,Baxter,4,Public,Bad,Male,Living,1946.0
5382,Demeityr,4,Public,Good,Male,Living,1989.0
5383,Tri-Sentinel,4,No Dual,Bad,,Deceased,1990.0
5384,"Trevani, Danika",4,,,,,
5385,"Thurm, Ethan",4,,,,,
5386,"Mcknight, Bob",4,,,,,
5387,"Juniper, Jonathan Ju",4,,,,,
5388,Douglock 2013,4,,,,,
5389,"Shippinsky, Malik",4,,,,,
5390,Critical Mass,4,,,,,
5391,"Weisman, Dr.",4,,,,,
5392,Rat,4,Secret,,Female,Living,1989.0
5393,Locust,4,,,,,
5394,Shockwave Robot,4,,,,,
5395,Bav-Tek,4,No Dual,Good,Male,Living,1996.0
5396,"Dragonmegas, Jessie",4,,,,,
5397,"Logan, Wayne",4,,,,,
5398,"Tolliver, Emma",3,,,,,
5399,"Woo, Chow Yun",3,,,,,
5400,Virtual Reality,3,Secret,,Male,Living,1991.0
5401,Whyteout,3,,,,,
5402,Baron Zebek,3,No Dual,Bad,Male,Living,1998.0
5403,"Watkins, Stevie",3,,,,,
5404,Belle,3,,,Female,Living,1994.0
5405,Arsenal Ii,3,,,,,
5406,Azor,3,,,Male,Living,1998.0
5407,"Tumolo, Dr. Joanne",3,,,,,
5408,"Tenko, Carter",3,,,,,
5409,Bizen,3,,,,,
5410,"Woo, Mai Yin",3,,,,,
5411,Amazo-Maxi-Woman,3,,,,,
5412,"Blanding, Mrs.",3,,,,,
5413,Antibody,3,,,,,
5414,Vigilant,3,,,,,
5415,Williams John,3,,,,,
5416,"Armstrong, ?",3,,,,,
5417,"Adamson, Rebecca",3,,,,,
5418,Tiger Wylde,3,,,,,
5419,Wayfinder,3,Public,Good,Male,Deceased,1976.0
5420,"Bell, Herbert",3,,,,,
5421,"Bloodvessel, Busta",3,,,,,
5422,"Thomas, Becky",3,,,,,
5423,"Agarn, Capt.",3,,,,,
5424,Vanessa,3,Secret,Good,Female,Living,2004.0
5425,"Blair, Caley",3,,,,,
5426,"Angelopoulos, Angel ",3,,,,,
5427,Yova,3,,,,,
5428,Unicorn Ii,3,,,,,
5429,Armand,3,,,,,
5430,Baal Ii,3,,,,,
5431,Thousand,3,,,,,
5432,Appalla,3,,,,,
5433,Animus,3,Secret,Bad,Male,Living,1991.0
5434,Ariane,3,No Dual,Good,Female,Deceased,1985.0
5435,Trask,3,,,,,
5436,Torpedo Ii,3,,,,,
5437,"Anderson, Baxter",3,,,,,
5438,Vega-Superior,3,Secret,Bad,,Deceased,1990.0
5439,Warr,3,,,,,
5440,"Van Nuys, Prof. Rode",3,,,,,
5441,Black Mariah,3,Secret,Bad,Female,Living,1973.0
5442,Wolfsbane 2013,3,,,,,
5443,Venomm,3,,,,,
5444,Ulara,3,,,,,
5445,"Zinoviev, Ivan",3,,,,,
5446,"Wyndham, Lucas",3,,,,,
5447,Berserker Iii,3,,,,,
5448,"Beckman, Lisa",3,,,,,
5449,"Watson, Tommy",3,,,,,
5450,"Adams, Congressman H",3,,,,,
5451,X'Hoss,3,No Dual,Good,Male,Living,2000.0
5452,Ultima,3,,,,,
5453,Trickster,3,,,,,
5454,Rockwall,3,,,,,
5455,"Fillmore, Betty",3,,,,,
5456,Electra,3,,,,,
5457,Pilgrimm,3,,,Male,Living,1998.0
5458,Pinta,3,Secret,Neutral,Female,Living,1991.0
5459,Pixie Ii,3,,,,,
5460,"Fargo, Flagg",3,,,,,
5461,"Primo, Alexis",3,,,,,
5462,"Prince, Diana",3,,,,,
5463,Executioner Iv,3,,,,,
5464,Erishkigel,3,,,,,
5465,Pyron,3,Secret,Neutral,Male,Living,2000.0
5466,"Fleming, Philip",3,,,,,
5467,Qabiri,3,,,,,
5468,Quasar Doppelganger ,3,,,,,
5469,El Toro Rojo,3,,,,,
5470,"Quentin, Ralph",3,,,,,
5471,Earth-Lord,3,,,,,
5472,"Earle, Caryn",3,,,,,
5473,"Radd, Fennan",3,,,,,
5474,Radioactive Man Ii,3,,,,,
5475,"Pierson, Fred",3,,,,,
5476,"Peters, Nigel",3,,,,,
5477,Ramrod,3,,Bad,Male,Living,1973.0
5478,"P'Krrd, Captain",3,,,,,
5479,Nighteyes,3,Secret,Good,Female,Living,2011.0
5480,Gin Genie,3,,,,,
5481,"North, Ricky",3,,,,,
5482,"Geller, Uri",3,,,,,
5483,Geist,3,,,,,
5484,"O'Hara, Gerald",3,,,,,
5485,Gargoyle,3,Secret,Bad,Male,Living,1985.0
5486,"Gance, Tabitha Tabby",3,,,,,
5487,Freak Quincy,3,Secret,Neutral,Male,Living,1990.0
5488,Pennsu,3,,,,,
5489,"Frankenstein, Basil",3,,,,,
5490,"Parker, Horace",3,,,,,
5491,"Fox, Phil",3,,,,,
5492,"Parks, Judith",3,,,,,
5493,Parson,3,,Bad,Male,Living,2000.0
5494,Forge | Earth 998,3,,,,,
5495,"Ford, Gerald",3,,,,,
5496,"Payge, Reeva",3,,,,,
5497,"Raintree, Vivian",3,,,,,
5498,Ranger Ii,3,,,,,
5499,"Gonzalez, Raymond",3,,,,,
5500,Damage,3,,,,,
5501,"Rowen, Carl",3,,,,,
5502,Deathtoll,3,,,,,
5503,Sahreed,3,Secret,Bad,Male,Living,1996.0
5504,Santa Claus,3,Secret,Good,Male,Living,1955.0
5505,Scene Stealer,3,,,,,
5506,"Danvers, Joe",3,,,,,
5507,"Dantes, Dr. Edwina",3,,,,,
5508,"Scott, Paris",3,,,,,
5509,Scylla,3,Public,Bad,Female,Living,1970.0
5510,"Rosenberg, Annie",3,,,,,
5511,Seeress,3,,,,,
5512,Shadowoman,3,,,,,
5513,Shalla Bal,3,,,,,
5514,"Shane, Bridgit",3,,,,,
5515,Crusher Ii,3,,,,,
5516,"Shaw, Hiram",3,,,,,
5517,Shiva,3,,,,,
5518,Crimewave,3,,Bad,Male,Living,1991.0
5519,"Dennager, Michael",3,,,,,
5520,"Ron, Dan",3,,,,,
5521,Raptar,3,,,,,
5522,Dr. Hydro,3,,,,,
5523,Dragonus,3,,Bad,Male,Living,1973.0
5524,Dragon Of The Moon,3,,,,,
5525,Razorwire,3,,,,,
5526,"Reandeau, Dr.",3,,,,,
5527,Reaper,3,Secret,Bad,Male,Living,2000.0
5528,Rebo,3,Secret,Good,Male,Living,1997.0
5529,Recoil,3,Secret,Bad,Male,Deceased,1992.0
5530,Dr. Nemesis,3,,,,,
5531,Dr. Goodwrench,3,,,,,
5532,"Romita, John",3,,,,,
5533,Red Shift,3,Secret,,Male,Deceased,1999.0
5534,"Richmond, Delroy",3,,,,,
5535,"Rieser, Rob",3,,,,,
5536,"Riley, Kim",3,,,,,
5537,"Rivers, Jerry",3,,,,,
5538,Dherek,3,,,,,
5539,"Dezoan, John",3,,,,,
5540,"Rodriguez, Debra",3,,,,,
5541,Golem Iii,3,,,,,
5542,"Goulding, Dr.",3,,,,,
5543,Creed,3,Secret,,Male,Deceased,1992.0
5544,"Macendale, Jason Jr.",3,,,,,
5545,Kaballa,3,Secret,Bad,Male,Deceased,1974.0
5546,Lobo Ii,3,,,,,
5547,Jutta,3,,Bad,Female,Living,1992.0
5548,Jude,3,,,Male,Living,1992.0
5549,"Lopez, Salma",3,,,,,
5550,"Jones, Ricardo",3,,,,,
5551,Lucifer Ii,3,,,,,
5552,M'Kamba,3,,,,,
5553,Jekuakkekt,3,,,,,
5554,Kaladar [Shi'Ar],3,,,,,
5555,"Jefferson, Dr.",3,,,,,
5556,Madame Masque Vi,3,,,,,
5557,Jara,3,Public,Good,Female,Deceased,1996.0
5558,Maestro,3,,,,,
5559,"Mahoney, Ginny",3,,,,,
5560,Inertia,3,,,,,
5561,Ikaris | Mutant X-Ve,3,,,,,
5562,Marchalla,3,,,,,
5563,"Kaishek, Gom",3,,,,,
5564,Libra Iii,3,,,,,
5565,"Hunt, Roberta",3,,,,,
5566,Khat,3,,,,,
5567,"Kloss, Bernard",3,,,,,
5568,Kono,3,,,,,
5569,"Kreigkoph, Gen.",3,,,,,
5570,Kruella,3,,,,,
5571,"Kine, Benedict",3,,,,,
5572,Kurrgo,3,,Bad,Male,Living,1962.0
5573,"Killdragon, Harmony",3,,,,,
5574,Lace,3,,,,,
5575,"Langford, Dr. David",3,,,,,
5576,Karnivor,3,,,,,
5577,Kerem,3,,,,,
5578,Keever,3,,,,,
5579,"Kazaki, Shinji",3,,,,,
5580,Leesha,3,,,,,
5581,Kathar,3,,,,,
5582,Kastyx,3,,,,,
5583,"Leopold, Archer",3,,,,,
5584,Karsano,3,Secret,Bad,Male,Deceased,1997.0
5585,Hynnit,3,,,,,
5586,Master Elo,3,Public,Good,Male,Living,1990.0
5587,"Grant, Donald",3,,,,,
5588,Mr. Fx,3,,,,,
5589,Modular Man,3,,,,,
5590,"Harrigan, Chester Ch",3,,,,,
5591,Harrier,3,,Bad,Male,Living,1995.0
5592,"Hamilton, Paul",3,,,,,
5593,Half-Face,3,,,,,
5594,Moses,3,Public,Good,Male,Deceased,1977.0
5595,"Mosley, Warden",3,,,,,
5596,Mourning Prey,3,,,,,
5597,"Guntly, David",3,,,,,
5598,Hatchet-9,3,,,,,
5599,Mr. Scratch,3,,,,,
5600,Ms. Fortune,3,,,,,
5601,Grux,3,,,,,
5602,"Murphy, Sean",3,,,,,
5603,Grottu,3,,Bad,Male,Living,1960.0
5604,Gron,3,Secret,Good,Male,Living,
5605,Nails Ii,3,,,,,
5606,"Grant, Silas Ii",3,,,,,
5607,Misty,3,,,,,
5608,Hate-Monger Ii,3,,,,,
5609,Master Four,3,,,,,
5610,Mercy,3,,,,,
5611,Master Man Ii,3,,,,,
5612,Master Mold Iii,3,,,,,
5613,"Hoffman, Alice",3,,,,,
5614,Hoffman,3,,,,,
5615,"Hinds, Patrick",3,,,,,
5616,"Hill, George",3,,,,,
5617,"Higgins, Richie",3,,,,,
5618,"Mendosa, Emilio",3,,,,,
5619,"Merengues, Smooth Ma",3,,,,,
5620,Minotaur Iii,3,,,,,
5621,Hellspawn,3,,,,,
5622,Hell-Eyes,3,,,,,
5623,Heater Delight,3,Secret,,Female,Living,1976.0
5624,"Hawley, Pamela",3,,,,,
5625,Mindstorm,3,Secret,Bad,Male,Deceased,1990.0
5626,"Hawkins, Dr. Edwin E",3,,,,,
5627,Havok | Mutant X-Ver,3,,,,,
5628,Minotaur Ii,3,,,,,
5629,Crime-Master,3,,,,,
5630,24-Hour Man,3,,,,,
5631,"Smith, Wanda Jo Bial",3,,,,,
5632,"Simmons, Archie",3,,,,,
5633,Coco,3,,,,,
5634,"Chase, Trevor",3,,,,,
5635,Captain Glory,3,,,,,
5636,Brother Royal,3,,Bad,Male,Living,1968.0
5637,Cat Iv,3,,,,,
5638,"Spitz, Barry",3,,,,,
5639,"Coppersmith, Alfred",3,,,,,
5640,Super-Android F-4,3,,,,,
5641,"Sukharov, Viktoria",3,,,,,
5642,Copperhead Iv,3,,,,,
5643,Sister Katrina,3,,,,,
5644,"Sutton, John",3,,,,,
5645,Sundance,3,Secret,Good,Male,Living,1986.0
5646,Sun-Tao,3,,,,,
5647,Slototh,3,,Bad,,Living,1999.0
5648,Surgeon General,3,,,,,
5649,"Claris, Sven",3,,,,,
5650,"Silvercloud, Sam",3,,,,,
5651,Clearcut,3,Secret,,Male,Living,1997.0
5652,Chromium,3,,Bad,,Living,1997.0
5653,"Sperzel, Anton",3,,,,,
5654,"Brogin, Bull",3,,,,,
5655,Striker,3,Secret,Bad,Male,Living,2012.0
5656,"Bradley, Hank",3,,,,,
5657,Brain Cell,3,,,Male,Living,1992.0
5658,Cancer Ii,3,,,,,
5659,"Callahan, Mike",3,,,,,
5660,"Calkin, Susan",3,,,,,
5661,Cranus,3,,,,,
5662,Silencer,3,Secret,Bad,Male,Living,1998.0
5663,Sketch,3,Secret,Good,Female,Living,2000.0
5664,Sunset Grace,3,,,,,
5665,Cogger,3,,,,,
5666,Talos,3,Public,Neutral,Male,Living,1994.0
5667,Slambeaux,3,Secret,Bad,,Living,1991.0
5668,Cottonmouth,3,,,,,
5669,Sundragon,3,,,,,
5670,Chimera,3,Secret,Bad,Female,Living,1991.0
5671,"Burlingame, Calvin",3,,,,,
5672,Nameless One,2,Secret,Bad,Male,Living,1970.0
5673,Armada,2,,,,Living,1994.0
5674,Mycroft,2,Secret,Bad,Male,Living,1995.0
5675,Griefsavor,2,,,,,
5676,Armaros,2,Secret,Good,Male,Living,1998.0
5677,"Greico, Linda",2,,,,,
5678,Navarro,2,,Bad,Male,Living,1998.0
5679,Groundhog,2,,,,,
5680,Watts,2,Secret,Neutral,Female,Living,1996.0
5681,Ms. Nova,2,,,,,
5682,"Gruenwald, Mark",2,,,,,
5683,"Sterixian, Loatia",2,,,,,
5684,Thraxon,2,,,,,
5685,Mosh,2,Secret,,Male,Living,1996.0
5686,Stone,2,No Dual,Bad,Male,Deceased,2005.0
5687,Three-Face,2,,,,,
5688,"Guthrie, Luke",2,,,,,
5689,Stinger,2,,Bad,Male,Deceased,1991.0
5690,Gunship,2,,,,,
5691,Mr. Luck,2,,,,,
5692,Mr. Sinister | Aoa,2,,,,,
5693,"Westphal, Simon",2,,,,,
5694,"Weston, Sally",2,,,,,
5695,"Stiles, Tatjana",2,,,,,
5696,Guinness,2,,Good,Male,Living,2000.0
5697,"Stark, Maria Carbone",2,,,,,
5698,"Wentworth, Jennifer",2,,,,,
5699,Wendy,2,,,,,
5700,"Munoz, Carlos",2,,,,,
5701,"Grant, Gator",2,,,,,
5702,Traveler,2,,,,,
5703,Night Phantom Ii,2,,,,,
5704,Flux,2,,,,,
5705,"Walker, Jill",2,,,,,
5706,"Chalmers, Cynthia",2,,,,,
5707,Fortune,2,,,,,
5708,Chambliss,2,,,,,
5709,Chauffard,2,,,,,
5710,Foolkiller,2,,,,,
5711,Black Talon,2,,,,,
5712,"Peltino, Lt.",2,,,,,
5713,"Fogg, Archimedes Arc",2,,,,,
5714,"Chen, Joanna",2,,,,,
5715,Star Thief Ii,2,,,,,
5716,"Peters, Shana Toc",2,,,,,
5717,Volstagg | Mutant X-,2,,,,,
5718,Pharaoh Khafre,2,,,,,
5719,Black Razer,2,,,,,
5720,"Fleet, Tamara",2,,,,,
5721,Flash,2,Secret,Bad,Male,Living,2011.0
5722,Flame Ii,2,,,,,
5723,Tinac,2,,,,,
5724,"Pike, Frisco",2,,,,,
5725,"Paretti, Tony",2,,,,,
5726,"Chakara, Madan",2,,,,,
5727,Papa Nebo,2,,,,,
5728,Walrus,2,,,,,
5729,Nightfighter,2,,,,,
5730,Nomad Ii,2,,,,,
5731,"Stanley, Tom",2,,,,,
5732,Gil,2,No Dual,Neutral,,Living,
5733,Nova 0:0,2,,,,,
5734,Warp Savant,2,Secret,Bad,Male,Living,2001.0
5735,Ghost Girl,2,,,,,
5736,"Stamp, J.Q.",2,,,,,
5737,Nutt,2,,,,,
5738,Nuwa,2,Secret,,Female,Living,1994.0
5739,Warhawk Iii,2,,,,,
5740,Warfare,2,,,,,
5741,Garm,2,,Bad,Female,Living,1976.0
5742,Ganymede,2,Secret,Good,Female,Living,1993.0
5743,Gamma-Burn,2,,,,,
5744,Galtus,2,,,,,
5745,Oswald,2,Secret,Bad,Male,Deceased,2001.0
5746,Astrologer,2,,Bad,Male,Deceased,1971.0
5747,"Black, Cal",2,,,,,
5748,"Haldeman, Calvin",2,,,,,
5749,Wildstreak,2,,,,,
5750,"Moore, Toni",2,,,,,
5751,Madame Slay,2,,,,,
5752,Karima,2,Secret,Neutral,Female,Living,1994.0
5753,Lightning Fist,2,Secret,Bad,Male,Deceased,2000.0
5754,"Kane, Larry",2,,,,,
5755,Kalmari,2,,,,,
5756,Sybil,2,Secret,Bad,Female,Living,1997.0
5757,Ai-Chia,2,,,,,
5758,Svarog,2,Public,Good,Male,Living,1980.0
5759,Air Walker,2,,,,,
5760,"Loopner, Lexington",2,,,,,
5761,"Lopez, Donna",2,,,,,
5762,Lord Of Light,2,,,,,
5763,"Jones, Armand",2,,,,,
5764,Surge,2,Secret,Bad,Male,Living,1991.0
5765,Lullaby,2,,,,,
5766,"Lumpkin, Willie | Ti",2,,,,,
5767,Jexia,2,,,,,
5768,"Jessup, Dr.",2,,,,,
5769,Akulia,2,No Dual,,Female,Deceased,1991.0
5770,Super-Patriot,2,Secret,Bad,Male,Deceased,1969.0
5771,Kasema,2,,,,,
5772,Tabur,2,Secret,Good,Male,Living,1978.0
5773,Legion,2,Secret,Bad,,Living,1975.0
5774,Kysa,2,,,,,
5775,Kojiro,2,,,,,
5776,Zorn,2,,,,,
5777,"Kraft, Donna",2,,,,,
5778,Kragg,2,,,,,
5779,Kree Giant Man [Kree,2,,,,,
5780,Brainstorm,2,Secret,Bad,Male,Living,1987.0
5781,Target,2,,Good,Male,Living,1990.0
5782,Tantrum,2,,,Male,Living,2006.0
5783,"Adams, George",2,,,,,
5784,Zakka,2,Secret,,Male,Living,1977.0
5785,Kid Quarry,2,,,,,
5786,Talisman Iii,2,,,,,
5787,Khan,2,Secret,,Male,Living,2002.0
5788,"Lang, Allison",2,,,,,
5789,"Kel, Janoth",2,,,,,
5790,Broken Man,2,,,,,
5791,Terrigene,2,Secret,Bad,Female,Living,1994.0
5792,Brother Caesar,2,,,,,
5793,Jasmine,2,Public,Good,Female,Deceased,1980.0
5794,Bullseye,2,Secret,Bad,Male,Living,1976.0
5795,Montana Ii,2,,,,,
5796,"Jacoby, Kyle",2,,,,,
5797,"Hildebrant, Dr.",2,,,,,
5798,Windeagle,2,,,,,
5799,"Thomas, Jeanie",2,,,,,
5800,Meggan 2013,2,,,,,
5801,"Hellstrom, Victoria",2,,,,,
5802,"Sukharov, Dimitri",2,,,,,
5803,Suicide,2,,,,,
5804,"Micawber, Tristram",2,,,,,
5805,"Michaels, Dawn",2,,,,,
5806,Hecate,2,No Dual,Bad,Female,Living,1977.0
5807,Styrak,2,,,,,
5808,Heat-Ray,2,,,,,
5809,Mini Max,2,,,,,
5810,"Strunk, Bella",2,,,,,
5811,Cactus,2,Public,Good,Male,Living,1957.0
5812,Antiquary,2,,,,,
5813,Mist,2,Secret,Good,Female,Living,
5814,"Cambridge, Moxie",2,,,,,
5815,Mongu,2,No Dual,Bad,Male,Living,1973.0
5816,"Hilliard, Jacob",2,,,,,
5817,"Hobbs, Det.",2,,,,,
5818,Max,2,,,Male,Living,1968.0
5819,Ampere,2,Secret,Bad,Male,Living,1994.0
5820,"Isley, Lynn",2,,,,,
5821,Major Love,2,Secret,Bad,Male,Living,1997.0
5822,"Worthington, Elizabe",2,,,,,
5823,Inferno,2,,,,,
5824,Bulwark,2,Secret,Bad,Male,Living,1991.0
5825,Ikarys,2,Public,Neutral,Male,Living,2000.0
5826,Thernon,2,Public,Neutral,Female,Living,1995.0
5827,Hypertron,2,,,,,
5828,"Burgos, Carl",2,,,,,
5829,Withers,2,,,,,
5830,"Anami, Hiroshi",2,,,,,
5831,Ananastasia,2,,,,,
5832,"Hunter, Lance",2,,,,,
5833,Bloodshed,2,,,,,
5834,"Martinez, Mrs.",2,,,,,
5835,Blood-Tide,2,,,,,
5836,Mastermind Ii,2,,,,,
5837,"Honda, Dr.",2,,,,,
5838,"Pillman, Jim",2,,,,,
5839,"Niles, Sen. Catherin",2,,,,,
5840,"Sluganski, Ernie",2,,,,,
5841,Vavella,2,,,,,
5842,"Dabuta, Nigel",2,,,,,
5843,Smedley,2,,,,,
5844,"Ducreste, Abrian",2,,,,,
5845,"Daboia, Russell",2,,,,,
5846,"Scripps, Lahoya",2,,,,,
5847,"Barton, Sen.",2,,,,,
5848,"Smith, Andy",2,,,,,
5849,"Dean, Betty",2,,,,,
5850,Raga,2,,,,,
5851,"Duvall, Snaky",2,,,,,
5852,"Cordova, Juan",2,,,,,
5853,"Rivera, Ms.",2,,,,,
5854,Black Death,2,,,,,
5855,"Ballantine, Devon",2,,,,,
5856,Eilif Dragonslayer,2,,,,,
5857,Slaughter,2,Secret,Bad,Male,Deceased,2002.0
5858,Snakeskin Ii,2,,,,,
5859,"Bennett, Mitch",2,,,,,
5860,El Vampiro,2,,,,,
5861,Skull-Jacket,2,Secret,Bad,Male,Living,1996.0
5862,Trykur,2,,,,,
5863,"Biggers, Melvin",2,,,,,
5864,Devastator,2,Secret,Good,Male,Living,
5865,"Riley, Mariel",2,,,,,
5866,"Drumm, Collette",2,,,,,
5867,Skarlet,2,,,,,
5868,"Ranier, Mike",2,,,,,
5869,"Bird, Tuesday",2,,,,,
5870,Reaver,2,,,,,
5871,Dovinia,2,,,,,
5872,Dawn,2,Secret,,Female,Living,1993.0
5873,"Davis, Principal",2,,,,,
5874,"Saunders, Dabney",2,,,,,
5875,"Darlegung, Gen.",2,,,,,
5876,Dark One,2,,,,,
5877,"Bedford, Brad Hulk",2,,,,,
5878,"Scarpetti, Alphonse",2,,,,,
5879,Tyn-Darmuth,2,,,,,
5880,Doomsday Man Ii,2,,,,,
5881,Requiem,2,Secret,Bad,Male,Deceased,2000.0
5882,Scintilla,2,Secret,Neutral,Female,Living,1977.0
5883,"Beckman, Sarah",2,,,,,
5884,"Cole, Lynette",2,,,,,
5885,"Vankin, Jonathan",2,,,,,
5886,Doggerel,2,,Bad,Male,Living,1994.0
5887,Copperhead Ii,2,,,,,
5888,Biohazard Ii,2,,,,,
5889,Tundra,2,Public,Bad,,Living,1983.0
5890,"Baylor, Frank",2,,,,,
5891,Saracen,2,,,,,
5892,Corona,2,,,,,
5893,Snake-Eyes,2,,,,Living,1984.0
5894,"Braddock, Elizabeth",2,,,,,
5895,Cosmic Messiah,2,,,,,
5896,Plutonium,2,Public,Bad,,Living,1997.0
5897,Exile,2,Secret,,Male,Living,1990.0
5898,"Beynon, Dr. Bradley",2,,,,,
5899,"Singh, Dr.",2,,,,,
5900,"Fields, Todd",2,,,,,
5901,"Rowen, Mike",2,,,,,
5902,"Ruiz, Dr. Bernardo",2,,,,,
5903,"Falsworth, Kenneth",2,,,,,
5904,"Cowan, Earl",2,,,,,
5905,Shell,2,,Bad,Male,Living,1995.0
5906,"Somers, Johnathan",2,,,,,
5907,She-Wolf,2,,,,,
5908,"Singer, Merle",2,,,,,
5909,Crime-Wave,2,Secret,Bad,Male,Living,1969.0
5910,"Shaw, Jacob",2,,,,,
5911,"Royton, Raymond",2,,,,,
5912,"Titan, Trish",2,,,,,
5913,Rynda,2,Secret,,Female,Deceased,1968.0
5914,Titanium Man Iii,2,,,,,
5915,Sister Perpetua,2,,,,,
5916,Demonstaff,2,,,,,
